            sIP|            dIP|     packets|          bytes|                     sTime|                     eTime|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.719000|2015/06/02T13:47:32.722000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.722000|2015/06/02T13:47:32.722000|
     10.0.40.21| 192.168.141.73|          14|           3834|2015/06/02T13:47:32.720000|2015/06/02T13:47:32.947000|
     67.215.0.5|192.168.141.146|           1|             40|2015/06/02T13:47:49.454000|2015/06/02T13:47:49.457000|
     67.215.0.5|192.168.141.146|           1|             40|2015/06/02T13:47:49.457000|2015/06/02T13:47:49.457000|
     67.215.0.5|192.168.141.146|           1|             40|2015/06/02T13:47:49.949000|2015/06/02T13:47:49.951000|
     67.215.0.5|192.168.141.146|           1|             40|2015/06/02T13:47:49.951000|2015/06/02T13:47:49.951000|
     67.215.0.5|192.168.141.146|           1|             40|2015/06/02T13:47:50.448000|2015/06/02T13:47:50.451000|
     67.215.0.5|192.168.141.146|           1|             40|2015/06/02T13:47:50.451000|2015/06/02T13:47:50.451000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:47:56.378000|2015/06/02T13:47:56.385000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:47:56.385000|2015/06/02T13:47:56.387000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:47:56.387000|2015/06/02T13:47:56.387000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:47:56.383000|2015/06/02T13:47:56.388000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:47:56.388000|2015/06/02T13:47:56.390000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:47:56.390000|2015/06/02T13:47:56.390000|
     10.0.40.21|192.168.141.156|           4|            184|2015/06/02T13:48:01.842000|2015/06/02T13:48:01.850000|
     10.0.40.21|192.168.141.156|           3|            120|2015/06/02T13:48:01.850000|2015/06/02T13:48:01.853000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:01.854000|2015/06/02T13:48:01.854000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:01.854000|2015/06/02T13:48:01.854000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:01.854000|2015/06/02T13:48:01.854000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:48:01.849000|2015/06/02T13:48:01.859000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:01.864000|2015/06/02T13:48:01.867000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:01.867000|2015/06/02T13:48:01.867000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:01.867000|2015/06/02T13:48:01.867000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:01.867000|2015/06/02T13:48:01.867000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:48:01.908000|2015/06/02T13:48:01.916000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:01.917000|2015/06/02T13:48:01.919000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:01.919000|2015/06/02T13:48:01.919000|
     10.0.40.21|192.168.141.156|           2|             80|2015/06/02T13:42:56.254000|2015/06/02T13:42:56.254000|
     10.0.40.21|192.168.141.156|           2|             80|2015/06/02T13:42:56.466000|2015/06/02T13:42:56.466000|
     10.0.40.21|192.168.141.156|          14|           5114|2015/06/02T13:48:01.918000|2015/06/02T13:48:01.986000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:48:02.041000|2015/06/02T13:48:02.050000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:02.050000|2015/06/02T13:48:02.055000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:02.055000|2015/06/02T13:48:02.055000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:02.055000|2015/06/02T13:48:02.055000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:02.055000|2015/06/02T13:48:02.055000|
     10.0.40.21|192.168.141.156|           5|            224|2015/06/02T13:48:02.046000|2015/06/02T13:48:02.056000|
     10.0.40.21|192.168.141.156|           2|             80|2015/06/02T13:48:02.056000|2015/06/02T13:48:02.061000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:02.061000|2015/06/02T13:48:02.061000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:48:02.091000|2015/06/02T13:48:02.097000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:02.097000|2015/06/02T13:48:02.100000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:02.100000|2015/06/02T13:48:02.100000|
     10.0.40.21|192.168.141.156|          14|           3834|2015/06/02T13:48:02.098000|2015/06/02T13:48:02.227000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:48:02.265000|2015/06/02T13:48:02.282000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:02.282000|2015/06/02T13:48:02.284000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:48:02.284000|2015/06/02T13:48:02.284000|
     10.0.40.21|192.168.141.156|          14|           3834|2015/06/02T13:48:02.283000|2015/06/02T13:48:02.521000|
     67.215.0.5| 192.168.141.73|           1|             40|2015/06/02T13:48:11.590000|2015/06/02T13:48:11.593000|
     67.215.0.5| 192.168.141.73|           1|             40|2015/06/02T13:48:11.593000|2015/06/02T13:48:11.593000|
     67.215.0.5| 192.168.141.73|           1|             40|2015/06/02T13:48:12.085000|2015/06/02T13:48:12.088000|
     67.215.0.5| 192.168.141.73|           1|             40|2015/06/02T13:48:12.088000|2015/06/02T13:48:12.088000|
     67.215.0.5| 192.168.141.73|           1|             40|2015/06/02T13:48:12.584000|2015/06/02T13:48:12.587000|
     67.215.0.5| 192.168.141.73|           1|             40|2015/06/02T13:48:12.587000|2015/06/02T13:48:12.587000|
  192.168.40.51|192.168.141.146|           6|            625|2015/06/02T13:47:14.141000|2015/06/02T13:48:14.659000|
     10.0.40.21|192.168.141.195|           5|            224|2015/06/02T13:48:28.499000|2015/06/02T13:48:28.505000|
     10.0.40.21|192.168.141.195|           2|             80|2015/06/02T13:48:28.505000|2015/06/02T13:48:28.507000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:28.507000|2015/06/02T13:48:28.507000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:48:28.503000|2015/06/02T13:48:28.509000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:28.509000|2015/06/02T13:48:28.511000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:28.511000|2015/06/02T13:48:28.511000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:48:34.048000|2015/06/02T13:48:34.055000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.055000|2015/06/02T13:48:34.058000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.058000|2015/06/02T13:48:34.058000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:48:34.053000|2015/06/02T13:48:34.061000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.061000|2015/06/02T13:48:34.064000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.064000|2015/06/02T13:48:34.064000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:48:34.091000|2015/06/02T13:48:34.098000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.099000|2015/06/02T13:48:34.101000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.102000|2015/06/02T13:48:34.102000|
     10.0.40.21|192.168.141.195|          14|           5114|2015/06/02T13:48:34.099000|2015/06/02T13:48:34.185000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:48:34.237000|2015/06/02T13:48:34.244000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.244000|2015/06/02T13:48:34.246000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.246000|2015/06/02T13:48:34.246000|
     10.0.40.21|192.168.141.195|           5|            224|2015/06/02T13:48:34.242000|2015/06/02T13:48:34.248000|
     10.0.40.21|192.168.141.195|           2|             80|2015/06/02T13:48:34.248000|2015/06/02T13:48:34.250000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.250000|2015/06/02T13:48:34.250000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:48:34.290000|2015/06/02T13:48:34.296000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.296000|2015/06/02T13:48:34.298000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.298000|2015/06/02T13:48:34.298000|
     10.0.40.21|192.168.141.195|          14|           3834|2015/06/02T13:48:34.307000|2015/06/02T13:48:34.439000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:48:34.490000|2015/06/02T13:48:34.497000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.497000|2015/06/02T13:48:34.499000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:48:34.499000|2015/06/02T13:48:34.499000|
     10.0.40.21|192.168.141.195|          14|           3834|2015/06/02T13:48:34.497000|2015/06/02T13:48:34.706000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:49:07.367000|2015/06/02T13:49:07.373000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:49:07.373000|2015/06/02T13:49:07.375000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:49:07.375000|2015/06/02T13:49:07.375000|
     10.0.40.21|192.168.141.195|          16|           3914|2015/06/02T13:49:07.374000|2015/06/02T13:49:09.768000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:49:10.081000|2015/06/02T13:49:10.089000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:10.092000|2015/06/02T13:49:10.095000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:10.095000|2015/06/02T13:49:10.095000|
     10.0.40.21|192.168.141.189|          16|           3914|2015/06/02T13:49:10.094000|2015/06/02T13:49:12.497000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:49:18.694000|2015/06/02T13:49:18.702000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:49:18.703000|2015/06/02T13:49:18.711000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:49:18.711000|2015/06/02T13:49:18.711000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:49:18.724000|2015/06/02T13:49:18.733000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:18.734000|2015/06/02T13:49:18.742000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:18.742000|2015/06/02T13:49:18.742000|
     10.0.40.21|192.168.141.195|          14|           5370|2015/06/02T13:49:18.703000|2015/06/02T13:49:19.072000|
     10.0.40.21|192.168.141.189|          14|           5370|2015/06/02T13:49:18.736000|2015/06/02T13:49:19.075000|
     10.0.40.21|192.168.141.189|           5|            224|2015/06/02T13:49:37.591000|2015/06/02T13:49:37.598000|
     10.0.40.21|192.168.141.189|           2|             80|2015/06/02T13:49:37.598000|2015/06/02T13:49:37.601000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:37.601000|2015/06/02T13:49:37.601000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:49:37.595000|2015/06/02T13:49:37.602000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:37.602000|2015/06/02T13:49:37.606000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:37.606000|2015/06/02T13:49:37.606000|
     10.0.40.21|192.168.141.189|           5|            224|2015/06/02T13:49:43.316000|2015/06/02T13:49:43.322000|
     10.0.40.21|192.168.141.189|           2|             80|2015/06/02T13:49:43.322000|2015/06/02T13:49:43.324000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.324000|2015/06/02T13:49:43.324000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:49:43.320000|2015/06/02T13:49:43.325000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.325000|2015/06/02T13:49:43.331000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.331000|2015/06/02T13:49:43.331000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:49:43.356000|2015/06/02T13:49:43.362000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.362000|2015/06/02T13:49:43.364000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.364000|2015/06/02T13:49:43.364000|
     10.0.40.21|192.168.141.189|          14|           5114|2015/06/02T13:49:43.364000|2015/06/02T13:49:43.432000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:49:43.471000|2015/06/02T13:49:43.477000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.477000|2015/06/02T13:49:43.480000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.480000|2015/06/02T13:49:43.480000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:49:43.476000|2015/06/02T13:49:43.481000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.484000|2015/06/02T13:49:43.487000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.487000|2015/06/02T13:49:43.487000|
     10.0.40.21|192.168.141.189|           5|            224|2015/06/02T13:49:43.511000|2015/06/02T13:49:43.517000|
     10.0.40.21|192.168.141.189|           2|             80|2015/06/02T13:49:43.517000|2015/06/02T13:49:43.520000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.520000|2015/06/02T13:49:43.520000|
     10.0.40.21|192.168.141.189|          14|           3834|2015/06/02T13:49:43.519000|2015/06/02T13:49:43.639000|
     10.0.40.21|192.168.141.189|           5|            224|2015/06/02T13:49:43.692000|2015/06/02T13:49:43.697000|
     10.0.40.21|192.168.141.189|           2|             80|2015/06/02T13:49:43.697000|2015/06/02T13:49:43.700000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:49:43.700000|2015/06/02T13:49:43.700000|
     10.0.40.21|192.168.141.189|          14|           3834|2015/06/02T13:49:43.698000|2015/06/02T13:49:43.908000|
  192.168.40.51|192.168.141.156|           7|           4000|2015/06/02T13:50:33.263000|2015/06/02T13:51:33.606000|
  192.168.40.51| 192.168.141.73|           8|           4041|2015/06/02T13:50:36.529000|2015/06/02T13:50:36.837000|
     10.0.40.21| 192.168.142.13|           5|            224|2015/06/02T13:39:40.231000|2015/06/02T13:39:40.237000|
     10.0.40.21| 192.168.142.13|           2|             80|2015/06/02T13:39:40.237000|2015/06/02T13:39:40.240000|
     10.0.40.21| 192.168.142.13|           1|             40|2015/06/02T13:39:40.240000|2015/06/02T13:39:40.240000|
     10.0.40.21| 192.168.142.13|          16|           3914|2015/06/02T13:39:40.238000|2015/06/02T13:39:42.635000|
     10.0.40.21| 192.168.142.13|           5|            224|2015/06/02T13:39:48.332000|2015/06/02T13:39:48.337000|
     10.0.40.21| 192.168.142.13|           2|             80|2015/06/02T13:39:48.337000|2015/06/02T13:39:48.340000|
     10.0.40.21| 192.168.142.13|           1|             40|2015/06/02T13:39:48.340000|2015/06/02T13:39:48.340000|
     10.0.40.21| 192.168.142.13|          14|           5370|2015/06/02T13:39:48.338000|2015/06/02T13:39:48.557000|
     10.0.40.21|  192.168.142.9|           6|            264|2015/06/02T13:39:56.877000|2015/06/02T13:39:56.887000|
