            sIP|            dIP|     packets|          bytes|                     sTime|                     eTime|
  192.168.40.20|     10.0.40.20|           1|             40|2015/06/02T13:50:52.376000|2015/06/02T13:50:52.376000|
  192.168.40.51|     10.0.40.20|           1|             40|2015/06/02T13:51:16.792000|2015/06/02T13:51:16.792000|
  192.168.40.20|     10.0.40.54|           1|             40|2015/06/02T13:51:19.185000|2015/06/02T13:51:19.187000|
  192.168.40.20|     10.0.40.20|           1|             40|2015/06/02T13:51:20.378000|2015/06/02T13:51:20.378000|
  192.168.40.51|     10.0.40.20|           2|             80|2015/06/02T13:51:56.790000|2015/06/02T13:51:56.790000|
  192.168.40.25|     10.0.40.20|           1|             40|2015/06/02T13:52:03.856000|2015/06/02T13:52:03.856000|
  192.168.40.50|     10.0.40.20|           2|             80|2015/06/02T13:52:33.132000|2015/06/02T13:52:33.132000|
  192.168.40.25|     10.0.40.20|           1|             40|2015/06/02T13:52:43.856000|2015/06/02T13:52:43.856000|
  192.168.40.20|     10.0.40.20|           1|             40|2015/06/02T13:52:48.381000|2015/06/02T13:52:48.381000|
  192.168.40.20|     10.0.40.54|          19|           3472|2015/06/02T13:51:52.922000|2015/06/02T13:53:14.570000|
  192.168.40.51|     10.0.40.20|           2|             80|2015/06/02T13:53:16.787000|2015/06/02T13:53:16.789000|
  192.168.40.20|192.168.123.163|           7|           1415|2015/06/02T13:53:17.825000|2015/06/02T13:53:18.036000|
  192.168.40.20|     10.0.40.20|           2|             80|2015/06/02T13:53:20.376000|2015/06/02T13:53:20.376000|
  192.168.40.20|192.168.122.195|           7|           1367|2015/06/02T13:53:20.759000|2015/06/02T13:53:20.985000|
  192.168.40.20|     10.0.40.20|          33|           6344|2015/06/02T13:52:37.126000|2015/06/02T13:53:38.649000|
  192.168.40.20|     10.0.40.20|          10|           1016|2015/06/02T13:53:23.245000|2015/06/02T13:53:38.860000|
  192.168.40.20|     10.0.40.51|          12|           2031|2015/06/02T13:53:39.188000|2015/06/02T13:53:39.216000|
  192.168.40.20|192.168.123.163|          24|           5040|2015/06/02T13:53:18.295000|2015/06/02T13:53:41.640000|
  192.168.40.24|     10.0.40.23|          17|           2292|2015/06/02T13:53:42.056000|2015/06/02T13:53:42.072000|
  192.168.40.51|     10.0.40.20|           9|           2389|2015/06/02T13:53:42.273000|2015/06/02T13:53:42.293000|
  192.168.40.51|     10.0.40.20|          11|           1725|2015/06/02T13:53:42.263000|2015/06/02T13:53:42.495000|
  192.168.40.20|     10.0.40.20|          13|           2071|2015/06/02T13:53:46.427000|2015/06/02T13:53:46.451000|
  192.168.40.20| 192.168.121.77|           3|            368|2015/06/02T13:53:47.866000|2015/06/02T13:53:48.082000|
  192.168.40.20| 192.168.121.77|           7|           1367|2015/06/02T13:53:47.872000|2015/06/02T13:53:48.082000|
  192.168.40.20|192.168.122.195|          21|           4350|2015/06/02T13:53:21.252000|2015/06/02T13:53:48.098000|
  192.168.40.20| 192.168.121.77|           6|           5665|2015/06/02T13:53:48.312000|2015/06/02T13:53:48.466000|
  192.168.40.20| 192.168.121.77|          13|           3067|2015/06/02T13:53:48.469000|2015/06/02T13:53:48.494000|
  192.168.40.92|     10.0.40.23|          15|           2177|2015/06/02T13:53:48.577000|2015/06/02T13:53:48.591000|
192.168.111.223|     10.0.40.53|           8|           2222|2015/06/02T13:39:40.375000|2015/06/02T13:39:40.387000|
192.168.111.131|     10.0.40.53|           7|           2182|2015/06/02T13:39:47.927000|2015/06/02T13:39:47.938000|
 192.168.111.94|     10.0.40.53|           8|           2222|2015/06/02T13:39:53.716000|2015/06/02T13:39:53.728000|
192.168.111.212|     10.0.40.53|           7|           2189|2015/06/02T13:40:06.334000|2015/06/02T13:40:06.346000|
192.168.111.109|  192.168.40.20|           9|           3058|2015/06/02T13:40:12.386000|2015/06/02T13:40:12.417000|
192.168.111.109|     10.0.40.53|           6|           2150|2015/06/02T13:40:17.440000|2015/06/02T13:40:17.451000|
192.168.111.223|     10.0.40.53|           7|           2182|2015/06/02T13:40:41.371000|2015/06/02T13:40:41.384000|
192.168.111.131|     10.0.40.53|           7|           2182|2015/06/02T13:40:48.921000|2015/06/02T13:40:48.932000|
 192.168.111.94|     10.0.40.53|           7|           2182|2015/06/02T13:40:53.852000|2015/06/02T13:40:53.864000|
192.168.111.223|     10.0.40.20|          13|           3295|2015/06/02T13:40:54.148000|2015/06/02T13:40:54.196000|
 192.168.111.94|  192.168.40.20|           7|           2608|2015/06/02T13:40:58.142000|2015/06/02T13:40:58.171000|
192.168.111.212|     10.0.40.53|           7|           2189|2015/06/02T13:41:07.345000|2015/06/02T13:41:07.356000|
192.168.111.109|     10.0.40.53|           7|           2190|2015/06/02T13:41:18.452000|2015/06/02T13:41:18.461000|
 192.168.111.94|     10.0.40.21|           5|            328|2015/06/02T13:41:38.353000|2015/06/02T13:41:38.370000|
192.168.111.223|     10.0.40.53|           7|           2182|2015/06/02T13:41:42.367000|2015/06/02T13:41:42.378000|
192.168.111.131|     10.0.40.21|           5|            328|2015/06/02T13:41:48.383000|2015/06/02T13:41:48.405000|
192.168.111.131|     10.0.40.53|           8|           2222|2015/06/02T13:41:49.387000|2015/06/02T13:41:49.398000|
 192.168.111.94|     10.0.40.53|           8|           2222|2015/06/02T13:41:53.864000|2015/06/02T13:41:53.878000|
192.168.111.131|  192.168.40.20|           9|           3080|2015/06/02T13:41:58.111000|2015/06/02T13:41:58.143000|
192.168.111.212|     10.0.40.21|           5|            328|2015/06/02T13:41:58.370000|2015/06/02T13:41:58.390000|
192.168.111.212|     10.0.40.53|           6|           2149|2015/06/02T13:42:08.341000|2015/06/02T13:42:08.351000|
192.168.111.109|     10.0.40.53|           7|           2190|2015/06/02T13:42:19.448000|2015/06/02T13:42:19.459000|
192.168.111.223|     10.0.40.53|           7|           2182|2015/06/02T13:42:43.363000|2015/06/02T13:42:43.375000|
192.168.111.131|     10.0.40.53|           6|           2142|2015/06/02T13:42:49.915000|2015/06/02T13:42:49.932000|
 192.168.111.94|     10.0.40.20|          21|           1987|2015/06/02T13:42:37.630000|2015/06/02T13:42:53.636000|
 192.168.111.94|     10.0.40.20|          23|           2063|2015/06/02T13:42:37.656000|2015/06/02T13:42:53.643000|
 192.168.111.94|     10.0.40.20|          21|           4758|2015/06/02T13:42:37.689000|2015/06/02T13:42:53.650000|
 192.168.111.94|     10.0.40.53|           7|           2182|2015/06/02T13:42:54.860000|2015/06/02T13:42:54.871000|
192.168.111.212|     10.0.40.53|           7|           2189|2015/06/02T13:43:09.337000|2015/06/02T13:43:09.348000|
192.168.111.109|     10.0.40.53|           8|           2230|2015/06/02T13:43:20.445000|2015/06/02T13:43:20.456000|
192.168.111.223|     10.0.40.53|           7|           2182|2015/06/02T13:43:43.376000|2015/06/02T13:43:43.388000|
192.168.111.131|     10.0.40.53|           8|           2222|2015/06/02T13:43:49.929000|2015/06/02T13:43:49.941000|
192.168.111.223|     10.0.40.20|          17|           4541|2015/06/02T13:43:40.408000|2015/06/02T13:43:53.304000|
 192.168.111.94|     10.0.40.53|           7|           2182|2015/06/02T13:43:55.856000|2015/06/02T13:43:55.867000|
192.168.111.212|     10.0.40.53|           6|           2149|2015/06/02T13:44:10.069000|2015/06/02T13:44:10.081000|
 192.168.111.94|     10.0.40.20|          17|           4541|2015/06/02T13:43:58.612000|2015/06/02T13:44:11.830000|
192.168.111.109|     10.0.40.53|           8|           2230|2015/06/02T13:44:21.441000|2015/06/02T13:44:21.452000|
192.168.111.223|     10.0.40.53|           8|           2222|2015/06/02T13:44:45.004000|2015/06/02T13:44:45.015000|
192.168.111.131|     10.0.40.53|           7|           2182|2015/06/02T13:44:50.925000|2015/06/02T13:44:50.937000|
 192.168.111.94|     10.0.40.53|           7|           2182|2015/06/02T13:44:56.853000|2015/06/02T13:44:56.870000|
192.168.111.131|     10.0.40.20|          17|           4541|2015/06/02T13:44:55.799000|2015/06/02T13:45:05.940000|
192.168.111.212|     10.0.40.53|           7|           2189|2015/06/02T13:45:10.082000|2015/06/02T13:45:10.094000|
192.168.111.109|  192.168.40.20|           7|           2626|2015/06/02T13:45:14.592000|2015/06/02T13:45:14.620000|
192.168.111.109|     10.0.40.53|           6|           2150|2015/06/02T13:45:22.452000|2015/06/02T13:45:22.464000|
192.168.111.223|     10.0.40.53|           6|           2142|2015/06/02T13:45:45.369000|2015/06/02T13:45:45.380000|
192.168.111.131|     10.0.40.53|           7|           2182|2015/06/02T13:45:51.920000|2015/06/02T13:45:51.933000|
192.168.111.223|     10.0.40.20|          10|           2799|2015/06/02T13:45:56.367000|2015/06/02T13:45:56.415000|
 192.168.111.94|     10.0.40.53|           7|           2182|2015/06/02T13:45:56.865000|2015/06/02T13:45:56.877000|
 192.168.111.94|  192.168.40.20|           9|           3040|2015/06/02T13:46:00.239000|2015/06/02T13:46:00.266000|
192.168.111.212|     10.0.40.53|           6|           2149|2015/06/02T13:46:10.344000|2015/06/02T13:46:10.355000|
192.168.111.109|     10.0.40.53|           1|             40|2015/06/02T13:41:18.461000|2015/06/02T13:41:18.464000|
192.168.111.109|     10.0.40.53|           8|           2230|2015/06/02T13:46:23.448000|2015/06/02T13:46:23.461000|
 192.168.111.94|     10.0.40.21|           5|            328|2015/06/02T13:46:38.603000|2015/06/02T13:46:38.619000|
192.168.111.223|     10.0.40.53|           8|           2222|2015/06/02T13:46:45.493000|2015/06/02T13:46:45.504000|
192.168.111.131|     10.0.40.21|           5|            328|2015/06/02T13:46:48.638000|2015/06/02T13:46:48.659000|
192.168.111.131|     10.0.40.53|           8|           2222|2015/06/02T13:46:53.276000|2015/06/02T13:46:53.287000|
 192.168.111.94|     10.0.40.53|           7|           2182|2015/06/02T13:46:57.861000|2015/06/02T13:46:57.876000|
192.168.111.212|     10.0.40.21|           5|            328|2015/06/02T13:46:58.612000|2015/06/02T13:46:58.633000|
192.168.111.131|  192.168.40.20|           7|           2648|2015/06/02T13:47:00.312000|2015/06/02T13:47:00.358000|
192.168.111.212|     10.0.40.53|           7|           2189|2015/06/02T13:47:11.341000|2015/06/02T13:47:11.352000|
192.168.111.109|     10.0.40.53|           7|           2190|2015/06/02T13:47:24.444000|2015/06/02T13:47:24.456000|
192.168.111.223|     10.0.40.53|           8|           2222|2015/06/02T13:47:45.505000|2015/06/02T13:47:45.516000|
192.168.111.131|     10.0.40.53|           7|           2182|2015/06/02T13:47:53.929000|2015/06/02T13:47:53.940000|
 192.168.111.94|     10.0.40.20|           1|             40|2015/06/02T13:42:53.636000|2015/06/02T13:42:53.637000|
 192.168.111.94|     10.0.40.20|           1|             40|2015/06/02T13:42:53.643000|2015/06/02T13:42:53.643000|
 192.168.111.94|     10.0.40.20|           1|             40|2015/06/02T13:42:53.650000|2015/06/02T13:42:53.650000|
 192.168.111.94|     10.0.40.53|           8|           2222|2015/06/02T13:47:58.858000|2015/06/02T13:47:58.869000|
192.168.111.212|     10.0.40.53|           7|           2189|2015/06/02T13:48:12.336000|2015/06/02T13:48:12.349000|
192.168.111.109|     10.0.40.53|           6|           2150|2015/06/02T13:48:25.440000|2015/06/02T13:48:25.452000|
192.168.111.223|     10.0.40.53|           6|           2142|2015/06/02T13:48:46.375000|2015/06/02T13:48:46.386000|
192.168.111.131|     10.0.40.53|           6|           2142|2015/06/02T13:48:54.930000|2015/06/02T13:48:54.946000|
 192.168.111.94|     10.0.40.53|           7|           2182|2015/06/02T13:48:59.715000|2015/06/02T13:48:59.727000|
192.168.111.212|     10.0.40.53|           8|           2229|2015/06/02T13:49:12.686000|2015/06/02T13:49:12.697000|
192.168.111.109|     10.0.40.20|          20|           4713|2015/06/02T13:44:22.478000|2015/06/02T13:49:23.338000|
192.168.111.109|     10.0.40.53|           7|           2190|2015/06/02T13:49:26.452000|2015/06/02T13:49:26.464000|
192.168.111.223|     10.0.40.53|           8|           2222|2015/06/02T13:49:46.529000|2015/06/02T13:49:46.577000|
192.168.111.131|     10.0.40.53|           7|           2182|2015/06/02T13:49:55.391000|2015/06/02T13:49:55.402000|
 192.168.111.94|     10.0.40.53|           7|           2182|2015/06/02T13:49:59.852000|2015/06/02T13:49:59.863000|
192.168.111.212|     10.0.40.53|           6|           2149|2015/06/02T13:50:13.330000|2015/06/02T13:50:13.341000|
192.168.111.109|  192.168.40.20|           7|           2626|2015/06/02T13:50:16.904000|2015/06/02T13:50:16.933000|
192.168.111.109|     10.0.40.53|           8|           2230|2015/06/02T13:50:26.545000|2015/06/02T13:50:26.555000|
192.168.111.223|     10.0.40.53|           1|             40|2015/06/02T13:45:45.380000|2015/06/02T13:45:45.381000|
192.168.111.212|     10.0.40.53|           1|             40|2015/06/02T13:46:10.356000|2015/06/02T13:46:10.358000|
 192.168.111.94|     67.215.0.8|          18|           1510|2015/06/02T13:39:58.329000|2015/06/02T13:49:53.348000|
192.168.111.131|     10.0.40.53|           1|             40|2015/06/02T13:49:55.402000|2015/06/02T13:49:55.405000|
192.168.111.131|     67.215.0.8|          18|           1510|2015/06/02T13:40:02.931000|2015/06/02T13:49:56.234000|
192.168.111.223|     67.215.0.8|          18|           1510|2015/06/02T13:40:00.544000|2015/06/02T13:50:03.207000|
192.168.111.109|     67.215.0.8|          15|            847|2015/06/02T13:40:05.536000|2015/06/02T13:50:35.779000|
192.168.111.223|     10.0.40.53|           3|           2010|2015/06/02T13:50:47.369000|2015/06/02T13:50:47.376000|
 192.168.164.27|     10.0.40.53|           9|           1988|2015/06/02T13:45:09.188000|2015/06/02T13:45:09.199000|
192.168.164.227|     10.0.40.53|           7|           2182|2015/06/02T13:45:13.355000|2015/06/02T13:45:13.365000|
192.168.164.252|     10.0.40.53|           7|           2046|2015/06/02T13:45:14.810000|2015/06/02T13:45:14.824000|
192.168.164.119|     10.0.40.53|           7|           2046|2015/06/02T13:45:43.042000|2015/06/02T13:45:43.054000|
192.168.164.227|     10.0.40.21|           5|            328|2015/06/02T13:45:58.589000|2015/06/02T13:45:58.605000|
192.168.164.252|     10.0.40.21|           5|            328|2015/06/02T13:45:58.601000|2015/06/02T13:45:58.666000|
192.168.164.119|     10.0.40.21|           5|            328|2015/06/02T13:45:58.752000|2015/06/02T13:45:58.825000|
 192.168.164.27|     10.0.40.53|           9|           1988|2015/06/02T13:46:10.161000|2015/06/02T13:46:10.174000|
192.168.164.227|     10.0.40.53|           7|           2182|2015/06/02T13:46:13.368000|2015/06/02T13:46:13.380000|
192.168.164.252|     10.0.40.53|           7|           2046|2015/06/02T13:46:15.023000|2015/06/02T13:46:15.036000|
192.168.164.119|     10.0.40.20|          17|           1768|2015/06/02T13:46:23.218000|2015/06/02T13:46:34.342000|
192.168.164.119|     10.0.40.20|           1|             40|2015/06/02T13:46:34.342000|2015/06/02T13:46:34.342000|
192.168.164.119|     10.0.40.53|           7|           2046|2015/06/02T13:46:44.038000|2015/06/02T13:46:44.050000|
192.168.164.252|     10.0.40.20|          10|           2645|2015/06/02T13:46:44.867000|2015/06/02T13:46:44.914000|
192.168.164.252|     10.0.40.20|           6|           2115|2015/06/02T13:46:50.577000|2015/06/02T13:46:50.590000|
192.168.164.252|     10.0.40.20|           1|             40|2015/06/02T13:46:50.590000|2015/06/02T13:46:50.590000|
 192.168.164.27|     10.0.40.53|           9|           1988|2015/06/02T13:47:10.177000|2015/06/02T13:47:10.190000|
192.168.164.227|     10.0.40.53|           8|           2222|2015/06/02T13:47:14.365000|2015/06/02T13:47:14.376000|
192.168.164.252|     10.0.40.53|           7|           2046|2015/06/02T13:47:15.036000|2015/06/02T13:47:15.047000|
 192.168.164.27|     10.0.40.20|          15|           2977|2015/06/02T13:47:20.653000|2015/06/02T13:47:20.699000|
192.168.164.119|     10.0.40.53|           7|           2046|2015/06/02T13:47:45.034000|2015/06/02T13:47:45.044000|
 192.168.164.27|     10.0.40.53|           9|           1988|2015/06/02T13:48:10.925000|2015/06/02T13:48:10.937000|
192.168.164.227|     10.0.40.53|           8|           2222|2015/06/02T13:48:14.691000|2015/06/02T13:48:14.701000|
192.168.164.252|     10.0.40.53|           8|           2086|2015/06/02T13:48:16.031000|2015/06/02T13:48:16.050000|
192.168.164.119|     10.0.40.53|           7|           2046|2015/06/02T13:48:45.049000|2015/06/02T13:48:45.062000|
 192.168.164.27|     10.0.40.53|           9|           1988|2015/06/02T13:49:10.979000|2015/06/02T13:49:10.992000|
192.168.164.227|     10.0.40.53|           8|           2222|2015/06/02T13:49:15.358000|2015/06/02T13:49:15.377000|
192.168.164.252|     10.0.40.53|           6|           2006|2015/06/02T13:49:17.029000|2015/06/02T13:49:17.041000|
 192.168.164.27|     10.0.40.20|          32|           3137|2015/06/02T13:49:34.924000|2015/06/02T13:49:35.002000|
192.168.164.119|     10.0.40.53|           6|           2006|2015/06/02T13:49:46.048000|2015/06/02T13:49:46.066000|
 192.168.164.27|     10.0.40.20|          19|           4177|2015/06/02T13:49:35.008000|2015/06/02T13:49:46.394000|
192.168.164.252|  192.168.40.20|          12|           1470|2015/06/02T13:49:40.779000|2015/06/02T13:49:51.732000|
192.168.164.227|  192.168.40.20|           7|           2590|2015/06/02T13:49:54.156000|2015/06/02T13:49:54.186000|
 192.168.164.27|     10.0.40.53|           9|           1988|2015/06/02T13:50:11.015000|2015/06/02T13:50:11.029000|
192.168.164.227|     10.0.40.53|           7|           2182|2015/06/02T13:50:16.354000|2015/06/02T13:50:16.365000|
192.168.164.252|     10.0.40.53|           7|           2046|2015/06/02T13:50:18.026000|2015/06/02T13:50:18.041000|
 192.168.164.27|     67.215.0.8|           1|             41|2015/06/02T13:45:41.640000|2015/06/02T13:45:41.644000|
 192.168.164.27|     67.215.0.8|           1|             41|2015/06/02T13:45:42.297000|2015/06/02T13:45:42.301000|
 192.168.164.27|     67.215.0.8|           1|             41|2015/06/02T13:47:15.931000|2015/06/02T13:47:15.934000|
 192.168.164.27|     67.215.0.8|           1|             41|2015/06/02T13:47:33.763000|2015/06/02T13:47:33.767000|
 192.168.164.27|     67.215.0.8|           1|             41|2015/06/02T13:47:33.763000|2015/06/02T13:47:33.767000|
 192.168.164.27|     67.215.0.8|           1|             41|2015/06/02T13:47:33.764000|2015/06/02T13:47:33.767000|
 192.168.164.27|     67.215.0.8|           1|             41|2015/06/02T13:47:35.732000|2015/06/02T13:47:35.735000|
 192.168.164.27|     67.215.0.8|           1|             41|2015/06/02T13:47:35.732000|2015/06/02T13:47:35.735000|
192.168.164.252|     10.0.40.53|           1|             40|2015/06/02T13:49:17.041000|2015/06/02T13:49:17.043000|
 192.168.164.27|     10.0.40.20|           1|             40|2015/06/02T13:49:35.002000|2015/06/02T13:49:35.002000|
 192.168.164.27|     10.0.40.20|           1|             48|2015/06/02T13:49:35.009000|2015/06/02T13:49:44.035000|
 192.168.164.27|     67.215.0.8|           5|            205|2015/06/02T13:45:53.892000|2015/06/02T13:49:53.999000|
 192.168.164.27|     67.215.0.8|           5|            205|2015/06/02T13:45:53.892000|2015/06/02T13:49:53.999000|
192.168.164.119|     67.215.0.8|           5|            205|2015/06/02T13:45:55.489000|2015/06/02T13:49:55.499000|
 192.168.164.27|     67.215.0.8|           5|            205|2015/06/02T13:45:59.689000|2015/06/02T13:49:59.795000|
 192.168.164.27|     67.215.0.8|          10|            816|2015/06/02T13:45:19.983000|2015/06/02T13:50:20.362000|
 192.168.164.27|     67.215.0.8|           6|            246|2015/06/02T13:45:20.530000|2015/06/02T13:50:20.798000|
192.168.164.252|     67.215.0.8|           6|            246|2015/06/02T13:45:21.559000|2015/06/02T13:50:21.582000|
 192.168.164.27|     67.215.0.8|           6|            246|2015/06/02T13:45:22.936000|2015/06/02T13:50:23.094000|
 192.168.164.27|     67.215.0.8|           7|            394|2015/06/02T13:45:35.734000|2015/06/02T13:50:35.455000|
 192.168.164.27|     67.215.0.8|           7|            394|2015/06/02T13:45:35.734000|2015/06/02T13:50:35.455000|
192.168.164.119|     67.215.0.8|           7|            437|2015/06/02T13:45:35.568000|2015/06/02T13:50:35.590000|
192.168.164.252|     67.215.0.8|           7|            437|2015/06/02T13:45:35.536000|2015/06/02T13:50:35.590000|
192.168.164.252|     67.215.0.8|           6|            246|2015/06/02T13:45:35.567000|2015/06/02T13:50:35.590000|
192.168.164.119|     67.215.0.8|           6|            246|2015/06/02T13:45:35.567000|2015/06/02T13:50:35.591000|
192.168.164.227|     67.215.0.8|           6|            246|2015/06/02T13:45:35.801000|2015/06/02T13:50:35.855000|
 192.168.164.27|     67.215.0.8|           1|             41|2015/06/02T13:50:41.687000|2015/06/02T13:50:41.690000|
 192.168.164.27|     67.215.0.8|           1|             41|2015/06/02T13:50:42.344000|2015/06/02T13:50:42.347000|
192.168.164.119|     10.0.40.53|           1|             52|2015/06/02T13:50:47.040000|2015/06/02T13:50:47.043000|
 192.168.166.43|     10.0.40.53|           8|           1948|2015/06/02T13:45:18.431000|2015/06/02T13:45:18.440000|
 192.168.166.55|     10.0.40.53|           9|           1988|2015/06/02T13:45:20.738000|2015/06/02T13:45:20.750000|
 192.168.166.15|     10.0.40.53|           9|           1987|2015/06/02T13:45:33.602000|2015/06/02T13:45:33.615000|
192.168.166.233|     10.0.40.53|           7|           2190|2015/06/02T13:45:46.567000|2015/06/02T13:45:46.578000|
 192.168.166.12|     10.0.40.53|           7|           2182|2015/06/02T13:45:49.844000|2015/06/02T13:45:49.855000|
 192.168.166.43|     10.0.40.53|           9|           1988|2015/06/02T13:46:19.030000|2015/06/02T13:46:19.043000|
 192.168.166.55|     10.0.40.53|           9|           1988|2015/06/02T13:46:21.590000|2015/06/02T13:46:21.603000|
 192.168.166.15|     10.0.40.53|           9|           1987|2015/06/02T13:46:34.312000|2015/06/02T13:46:34.324000|
192.168.166.233|     10.0.40.53|           7|           2190|2015/06/02T13:46:46.581000|2015/06/02T13:46:46.592000|
 192.168.166.12|     10.0.40.53|           7|           2182|2015/06/02T13:46:50.840000|2015/06/02T13:46:50.852000|
 192.168.166.43|     10.0.40.53|           9|           1988|2015/06/02T13:47:19.942000|2015/06/02T13:47:19.955000|
 192.168.166.55|     10.0.40.53|           9|           1988|2015/06/02T13:47:21.579000|2015/06/02T13:47:21.590000|
 192.168.166.15|     10.0.40.53|           9|           1987|2015/06/02T13:47:35.286000|2015/06/02T13:47:35.298000|
192.168.166.233|     10.0.40.53|           7|           2190|2015/06/02T13:47:47.577000|2015/06/02T13:47:47.589000|
 192.168.166.12|     10.0.40.53|           7|           2182|2015/06/02T13:47:51.337000|2015/06/02T13:47:51.348000|
 192.168.166.43|     10.0.40.53|           9|           1988|2015/06/02T13:48:20.935000|2015/06/02T13:48:20.951000|
 192.168.166.55|     10.0.40.53|           9|           1988|2015/06/02T13:48:22.460000|2015/06/02T13:48:22.472000|
 192.168.166.15|     10.0.40.53|           9|           1987|2015/06/02T13:48:35.356000|2015/06/02T13:48:35.381000|
192.168.166.233|     10.0.40.53|           6|           2150|2015/06/02T13:48:48.137000|2015/06/02T13:48:48.150000|
 192.168.166.12|     10.0.40.53|           8|           2222|2015/06/02T13:48:51.833000|2015/06/02T13:48:51.844000|
 192.168.166.43|     10.0.40.20|          27|           4819|2015/06/02T13:49:02.168000|2015/06/02T13:49:13.540000|
 192.168.166.43|     10.0.40.53|           9|           1988|2015/06/02T13:49:22.338000|2015/06/02T13:49:22.353000|
 192.168.166.55|     10.0.40.53|           9|           1988|2015/06/02T13:49:23.453000|2015/06/02T13:49:23.469000|
 192.168.166.15|     10.0.40.53|           9|           1987|2015/06/02T13:49:36.020000|2015/06/02T13:49:36.038000|
192.168.166.233|     10.0.40.20|          10|           2785|2015/06/02T13:49:37.105000|2015/06/02T13:49:37.137000|
 192.168.166.12|  192.168.40.20|           7|           2618|2015/06/02T13:49:47.495000|2015/06/02T13:49:47.525000|
192.168.166.233|     10.0.40.53|           7|           2190|2015/06/02T13:49:48.571000|2015/06/02T13:49:48.581000|
 192.168.166.12|     10.0.40.53|           8|           2222|2015/06/02T13:49:52.829000|2015/06/02T13:49:52.842000|
 192.168.166.43|     10.0.40.20|          15|           2985|2015/06/02T13:50:05.539000|2015/06/02T13:50:05.586000|
 192.168.166.43|     10.0.40.53|           9|           1988|2015/06/02T13:50:23.273000|2015/06/02T13:50:23.284000|
 192.168.166.43|     10.0.40.53|           1|             40|2015/06/02T13:45:18.440000|2015/06/02T13:45:18.550000|
 192.168.166.55|     10.0.40.53|           9|           1988|2015/06/02T13:50:24.480000|2015/06/02T13:50:24.491000|
 192.168.166.15|     10.0.40.53|           9|           1987|2015/06/02T13:50:36.995000|2015/06/02T13:50:37.011000|
192.168.166.233|     10.0.40.53|           7|           2190|2015/06/02T13:50:49.566000|2015/06/02T13:50:49.577000|
 192.168.166.12|     10.0.40.53|           6|           2142|2015/06/02T13:50:52.842000|2015/06/02T13:50:52.854000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:46:00.335000|2015/06/02T13:46:00.343000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:46:08.429000|2015/06/02T13:46:08.432000|
 192.168.166.43|     10.0.40.53|           9|           1988|2015/06/02T13:51:23.889000|2015/06/02T13:51:23.900000|
 192.168.166.55|     10.0.40.53|           9|           1988|2015/06/02T13:51:24.498000|2015/06/02T13:51:24.510000|
 192.168.166.15|     10.0.40.53|           8|           1947|2015/06/02T13:51:37.015000|2015/06/02T13:51:37.028000|
 192.168.166.43|     67.215.0.8|           1|             41|2015/06/02T13:46:45.031000|2015/06/02T13:46:45.035000|
192.168.166.233|     10.0.40.53|           7|           2190|2015/06/02T13:51:49.580000|2015/06/02T13:51:49.594000|
 192.168.166.12|     10.0.40.53|           6|           2142|2015/06/02T13:51:53.839000|2015/06/02T13:51:53.851000|
 192.168.166.43|     67.215.0.8|           1|             41|2015/06/02T13:47:02.313000|2015/06/02T13:47:02.316000|
 192.168.166.55|  192.168.40.20|          16|           4375|2015/06/02T13:52:01.069000|2015/06/02T13:52:12.444000|
192.168.166.233|     10.0.40.20|          20|           1935|2015/06/02T13:51:57.356000|2015/06/02T13:52:12.983000|
192.168.166.233|     10.0.40.20|          22|           2011|2015/06/02T13:51:57.385000|2015/06/02T13:52:12.990000|
192.168.166.233|     10.0.40.20|          20|           4722|2015/06/02T13:51:57.420000|2015/06/02T13:52:12.996000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:47:15.482000|2015/06/02T13:47:15.485000|
 192.168.166.43|     10.0.40.53|           9|           1988|2015/06/02T13:52:24.748000|2015/06/02T13:52:24.759000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:47:25.326000|2015/06/02T13:47:25.333000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:47:25.326000|2015/06/02T13:47:25.332000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:47:25.326000|2015/06/02T13:47:25.331000|
 192.168.166.55|     10.0.40.53|           9|           1988|2015/06/02T13:52:25.381000|2015/06/02T13:52:25.396000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:47:29.921000|2015/06/02T13:47:29.924000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:47:29.921000|2015/06/02T13:47:29.924000|
 192.168.166.15|     10.0.40.53|           9|           1987|2015/06/02T13:52:37.991000|2015/06/02T13:52:38.002000|
192.168.166.233|     10.0.40.53|           7|           2190|2015/06/02T13:52:50.576000|2015/06/02T13:52:50.588000|
 192.168.166.12|     10.0.40.53|           6|           2142|2015/06/02T13:52:54.835000|2015/06/02T13:52:54.848000|
 192.168.166.43|     10.0.40.53|           9|           1988|2015/06/02T13:53:25.727000|2015/06/02T13:53:25.739000|
 192.168.166.55|     10.0.40.53|           9|           1988|2015/06/02T13:53:26.340000|2015/06/02T13:53:26.353000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:51:00.383000|2015/06/02T13:51:00.389000|
